IssueKey,LinearTitle,Summary,Priority,Project,Milestone,StatusSuggestion,Labels,DependencyLayer,RecommendedOrder,BlockedBy,Blocks,SourceFile,Description
CSR-008,CSR-008: Create a CSR detail view for a single servicing order with enough information to review and process it manually,Create a CSR detail view for a single servicing order with enough information to review and process it manually,High,Service Request Portal MVP,CSR Processing,Triage,CSR,3,28,"CSR-003, API-003","CSR-009, CSR-011, QA-002, QA-004, SEC-002",project/linear/tickets/CSR-008_build-csr-request-detail-page.md,"## Import Metadata
- Issue key: `CSR-008`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: High
- Blocked by: CSR-003, API-003
- Blocks: CSR-009, CSR-011, QA-002, QA-004, SEC-002
- Source file: `project/linear/tickets/CSR-008_build-csr-request-detail-page.md`

---
## Summary
Create a CSR detail view for a single servicing order with enough information to review and process it manually.

## Why
CSRs need a complete view of the customer request, including old and requested new values, before taking action.

## Context
The CSR detail page is the operational surface for reviewing a request, adding notes, and changing status.

## In Scope
- Display customer information, request type, and request details
- Show old versus new values clearly
- Show request history and internal notes

## Out of Scope
- Customer-facing request detail
- Supervisor-only workflow features

## Requirements
- Only authenticated CSR users can access the page
- The page must show the information needed for manual review

## Acceptance Criteria
- [ ] Detail page shows customer information
- [ ] Detail page shows request type
- [ ] Detail page shows old and requested new values
- [ ] Detail page shows request history
- [ ] Detail page shows internal notes

## Validation
### Automated
- [ ] UI tests cover rendering of supported request types and note history
- [ ] Authorisation tests confirm only CSR users can access the page

### Manual
- [ ] Open a request as a CSR and confirm all expected fields are visible
- [ ] Confirm the page distinguishes old versus requested new values clearly

## Dependencies
- CSR-003
- API-003

## Risks / Controls
- Risk: Poor information layout may slow manual handling
  - Control: Prioritise comparison of old and requested new values in the UI

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
QA-001,"QA-001: Build automated tests covering the servicing order API happy paths, negative paths, validation, and authorisation cases","Build automated tests covering the servicing order API happy paths, negative paths, validation, and authorisation cases",High,Service Request Portal MVP,QA / UAT / Release,Triage,QA,3,29,"API-001, API-002, API-003, API-004, API-005",QA-005,project/linear/tickets/QA-001_create-automated-api-test-suite.md,"## Import Metadata
- Issue key: `QA-001`
- Project: Service Request Portal MVP
- Milestone: QA / UAT / Release
- Domain label: `QA`
- Priority: High
- Blocked by: API-001, API-002, API-003, API-004, API-005
- Blocks: QA-005
- Source file: `project/linear/tickets/QA-001_create-automated-api-test-suite.md`

---
## Summary
Build automated tests covering the servicing order API happy paths, negative paths, validation, and authorisation cases.

## Why
Reliable API test coverage reduces regression risk and supports confident release decisions.

## Context
The servicing order API underpins both portals, so its contracts and controls need broad automated coverage.

## In Scope
- Cover initiate, list, detail, and update endpoints
- Cover validation failures and auth failures
- Cover key workflow rules such as invalid status transitions

## Out of Scope
- UI end-to-end tests
- Operational reporting validation

## Requirements
- All core API endpoints must be covered
- Negative paths and authorisation paths must be tested

## Acceptance Criteria
- [ ] Initiate endpoint is covered
- [ ] List endpoint is covered
- [ ] Detail endpoint is covered
- [ ] Update endpoint is covered
- [ ] Validation and auth failures are covered

## Validation
### Automated
- [ ] Implement the automated API suite itself

### Manual
- [ ] Review test reports and confirm coverage of required endpoints and failure classes

## Dependencies
- API-001
- API-002
- API-003
- API-004
- API-005

## Risks / Controls
- Risk: Gaps in API test coverage may hide control regressions
  - Control: Make the suite part of release gating

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
QA-006,"QA-006: Define reporting needs such as queue ageing, counts by status, and operational throughput for later implementation","Define reporting needs such as queue ageing, counts by status, and operational throughput for later implementation",Medium,Service Request Portal MVP,QA / UAT / Release,Triage,QA,3,30,"CSR-003, API-002",,project/linear/tickets/QA-006_add-operational-reporting-dashboard-requirements.md,"## Import Metadata
- Issue key: `QA-006`
- Project: Service Request Portal MVP
- Milestone: QA / UAT / Release
- Domain label: `QA`
- Priority: Medium
- Blocked by: CSR-003, API-002
- Blocks: None
- Source file: `project/linear/tickets/QA-006_add-operational-reporting-dashboard-requirements.md`

---
## Summary
Define reporting needs such as queue ageing, counts by status, and operational throughput for later implementation.

## Why
Future operational reporting will help service leaders manage workload and identify bottlenecks.

## Context
This issue is about documenting requirements rather than building reporting dashboards in MVP.

## In Scope
- Identify key operational measures
- Document queue ageing and status reporting needs
- Define the later implementation scope for reporting

## Out of Scope
- Building the reporting dashboards themselves
- Changes to current operational workflow

## Requirements
- Reporting needs must be captured clearly for future delivery

## Acceptance Criteria
- [ ] Reporting requirements documented
- [ ] Key measures identified
- [ ] Future implementation scope defined

## Validation
### Automated
- [ ] N/A for this documentation task

### Manual
- [ ] Review documented requirements with operations and product stakeholders

## Dependencies
- CSR-003
- API-002

## Risks / Controls
- Risk: Reporting scope may sprawl without a clear first cut
  - Control: Document a concise initial measure set

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CP-008,CP-008: Connect customer request forms to the servicing order initiate API so valid submissions create servicing orders,Connect customer request forms to the servicing order initiate API so valid submissions create servicing orders,High,Service Request Portal MVP,Customer Submission,Triage,CP,4,31,"CP-005, CP-006, CP-007, API-001","CP-009, QA-002, QA-003",project/linear/tickets/CP-008_integrate-customer-request-submission-with-servicing-order-initiate-api.md,"## Import Metadata
- Issue key: `CP-008`
- Project: Service Request Portal MVP
- Milestone: Customer Submission
- Domain label: `CP`
- Priority: High
- Blocked by: CP-005, CP-006, CP-007, API-001
- Blocks: CP-009, QA-002, QA-003
- Source file: `project/linear/tickets/CP-008_integrate-customer-request-submission-with-servicing-order-initiate-api.md`

---
## Summary
Connect customer request forms to the servicing order initiate API so valid submissions create servicing orders.

## Why
This is the core integration that turns customer input into trackable servicing orders.

## Context
Address, phone, and email update forms all rely on `POST /ServicingOrder/Initiate` to create a request with initial status `Pending`.

## In Scope
- Call the initiate API from each customer request form
- Handle successful and failed API responses
- Return the created servicing order reference to the UI

## Out of Scope
- Direct updates to downstream profile systems
- CSR status updates

## Requirements
- Successful submission creates a servicing order
- Errors must be surfaced clearly to the customer
- Created requests must enter the manual workflow with status `Pending`

## Acceptance Criteria
- [ ] Form submission calls the initiate API
- [ ] Successful response returns a servicing order ID
- [ ] Unsuccessful responses show an appropriate error state
- [ ] Created request appears in customer request history

## Validation
### Automated
- [ ] Integration tests cover successful submission from each request type
- [ ] Error handling tests cover API validation and failure responses

### Manual
- [ ] Submit each request type and confirm a servicing order is created
- [ ] Trigger an API validation failure and confirm the UI displays an error

## Dependencies
- CP-005
- CP-006
- CP-007
- API-001

## Risks / Controls
- Risk: Requests may be submitted without enough feedback to the customer
  - Control: Show confirmation state with reference and initial status

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CSR-009,CSR-009: Enable CSRs to update servicing order status through the CSR portal in line with the approved manual workflow,Enable CSRs to update servicing order status through the CSR portal in line with the approved manual workflow,High,Service Request Portal MVP,CSR Processing,Triage,CSR,4,32,"CSR-008, API-004, SEC-003, SEC-005","CP-012, CSR-010, CSR-013, CSR-014, QA-002, QA-004",project/linear/tickets/CSR-009_add-csr-status-update-control.md,"## Import Metadata
- Issue key: `CSR-009`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: High
- Blocked by: CSR-008, API-004, SEC-003, SEC-005
- Blocks: CP-012, CSR-010, CSR-013, CSR-014, QA-002, QA-004
- Source file: `project/linear/tickets/CSR-009_add-csr-status-update-control.md`

---
## Summary
Enable CSRs to update servicing order status through the CSR portal in line with the approved manual workflow.

## Why
This allows CSRs to accurately track manual progress and gives customers visibility of where their request sits in the process.

## Context
The approved workflow supports `Pending` → `In Progress`, and `In Progress` → `Completed` or `Rejected`. Status updates depend on the servicing order update API and server-side workflow validation.

## In Scope
- Add a status update control to the CSR request detail screen
- Allow CSR users to select a valid next status
- Submit status changes through the update API
- Refresh the UI after successful update
- Display the updated status in detail and queue views
- Handle API validation and error responses in the UI

## Out of Scope
- Changing status from the customer portal
- New status values outside the approved MVP set
- Automatically applying customer profile changes to downstream systems
- Structured rejection reasons in this issue

## Requirements
- Only authenticated CSR users can update request status
- Status changes must use the servicing order update API
- Only valid transitions are allowed
- Updated status must persist and be visible on subsequent retrieval
- Updating status must not trigger straight-through processing or downstream auto-fulfilment
- Status changes must be attributable for audit purposes

## Acceptance Criteria
- [ ] A CSR can update a request from `Pending` to `In Progress` from the CSR detail screen
- [ ] A CSR can update a request from `In Progress` to `Completed`
- [ ] A CSR can update a request from `In Progress` to `Rejected`
- [ ] After a successful update, the new status is shown in the CSR detail view
- [ ] After a successful update, the new status is shown in the CSR queue view
- [ ] Invalid transitions are blocked and an appropriate error is shown
- [ ] Non-CSR users cannot access or use the status update control
- [ ] Updating status does not automatically apply the customer change to downstream systems

## Validation
### Automated
- [ ] API integration test covers valid status update from `Pending` to `In Progress`
- [ ] API integration test covers valid status update from `In Progress` to `Completed`
- [ ] API integration test covers invalid transition rejection
- [ ] Authorisation test confirms non-CSR user cannot update status
- [ ] UI integration test confirms updated status is rendered after successful response

### Manual
- [ ] Log in as CSR and update a `Pending` request to `In Progress`
- [ ] Confirm updated status appears in CSR detail and queue views
- [ ] Attempt invalid transition and confirm error behaviour
- [ ] Confirm customer channel shows updated status but no internal-only workflow controls
- [ ] Confirm no downstream profile update is automatically triggered by status change

## Dependencies
- CSR-008
- API-004
- CSR-010
- SEC-003
- SEC-005

## Risks / Controls
- Risk: Invalid transitions may be allowed in the UI or backend
  - Control: Enforce transition rules server-side and test negative paths
- Risk: Status change may be mistaken for fulfilment completion
  - Control: Explicitly separate workflow status tracking from downstream fulfilment
- Risk: Unauthorised users may gain access to CSR controls
  - Control: Enforce role-based access in both frontend and backend

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CSR-011,CSR-011: Allow CSR users to add staff-only notes to a servicing order,Allow CSR users to add staff-only notes to a servicing order,High,Service Request Portal MVP,CSR Processing,Triage,CSR,4,33,"CSR-008, API-004","CSR-012, CSR-013, QA-002, QA-004",project/linear/tickets/CSR-011_add-csr-internal-note-entry.md,"## Import Metadata
- Issue key: `CSR-011`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: High
- Blocked by: CSR-008, API-004
- Blocks: CSR-012, CSR-013, QA-002, QA-004
- Source file: `project/linear/tickets/CSR-011_add-csr-internal-note-entry.md`

---
## Summary
Allow CSR users to add staff-only notes to a servicing order.

## Why
CSRs need a way to record internal servicing context and operational actions without exposing it to customers.

## Context
Internal notes are part of the servicing order record and must be visible to staff but never to customers.

## In Scope
- Provide note entry control in the CSR detail page
- Save internal note text to the servicing order
- Display saved notes in CSR context

## Out of Scope
- Customer-visible notes
- Structured rejection reasons in this issue

## Requirements
- Notes are staff-only
- Notes must be associated with the servicing order and retained in history

## Acceptance Criteria
- [ ] CSR can enter internal note text
- [ ] Note can be saved successfully
- [ ] Saved note appears in CSR detail view
- [ ] Note does not appear in customer view

## Validation
### Automated
- [ ] API tests cover note append behaviour
- [ ] Response-shaping tests confirm notes are excluded from customer responses

### Manual
- [ ] Add an internal note as a CSR and confirm it appears in staff view
- [ ] Open the same request in customer view and confirm the note is not visible

## Dependencies
- CSR-008
- API-004

## Risks / Controls
- Risk: Staff-only notes may leak through shared payloads
  - Control: Separate customer and CSR response shaping and test both

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
SEC-002,SEC-002: Ensure internal notes and other staff-only data are excluded from customer-facing API responses and UI views,Ensure internal notes and other staff-only data are excluded from customer-facing API responses and UI views,High,Service Request Portal MVP,Customer Tracking & Controls,Triage,SEC,4,34,"API-003, CP-011, CSR-008",,project/linear/tickets/SEC-002_suppress-internal-notes-from-customer-facing-payloads.md,"## Import Metadata
- Issue key: `SEC-002`
- Project: Service Request Portal MVP
- Milestone: Customer Tracking & Controls
- Domain label: `SEC`
- Priority: High
- Blocked by: API-003, CP-011, CSR-008
- Blocks: None
- Source file: `project/linear/tickets/SEC-002_suppress-internal-notes-from-customer-facing-payloads.md`

---
## Summary
Ensure internal notes and other staff-only data are excluded from customer-facing API responses and UI views.

## Why
Internal notes are for staff operations only and must not be visible to customers.

## Context
The same servicing order can be viewed by customers and CSRs, but only CSR contexts may receive internal notes.

## In Scope
- Exclude internal notes from customer API responses
- Ensure customer UI renders no internal notes
- Preserve note visibility in CSR contexts

## Out of Scope
- Broader data-classification work outside servicing orders
- Changing CSR note visibility

## Requirements
- Customer-facing responses omit internal notes
- CSR-facing responses continue to include internal notes where authorised

## Acceptance Criteria
- [ ] Customer API response omits internal notes
- [ ] Customer UI renders no internal notes
- [ ] CSR UI still renders internal notes correctly

## Validation
### Automated
- [ ] Response-shaping tests confirm omission in customer context and inclusion in CSR context
- [ ] UI regression tests confirm customer views do not render notes

### Manual
- [ ] Open the same request in customer and CSR contexts and compare visible fields

## Dependencies
- API-003
- CP-011
- CSR-008

## Risks / Controls
- Risk: Shared DTOs or serializers may leak note data
  - Control: Use explicit role-specific response mapping

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CP-009,CP-009: Display a clear confirmation state after a customer successfully submits a servicing request,Display a clear confirmation state after a customer successfully submits a servicing request,High,Service Request Portal MVP,Customer Submission,Triage,CP,5,35,CP-008,,project/linear/tickets/CP-009_show-request-submission-confirmation-to-customer.md,"## Import Metadata
- Issue key: `CP-009`
- Project: Service Request Portal MVP
- Milestone: Customer Submission
- Domain label: `CP`
- Priority: High
- Blocked by: CP-008
- Blocks: None
- Source file: `project/linear/tickets/CP-009_show-request-submission-confirmation-to-customer.md`

---
## Summary
Display a clear confirmation state after a customer successfully submits a servicing request.

## Why
Customers need confidence that their request has been received and entered the workflow.

## Context
After a successful initiate API call, the portal should show a reference and the initial status so the customer can track it later.

## In Scope
- Show success confirmation after valid submission
- Display servicing order ID and initial status
- Provide navigation to request history or detail

## Out of Scope
- Outbound notifications
- Expanded workflow timeline beyond initial confirmation

## Requirements
- Confirmation must only display after a successful API response
- Initial status should be shown as `Pending`

## Acceptance Criteria
- [ ] Success message shown after valid submission
- [ ] Servicing order ID displayed
- [ ] Initial status displayed as `Pending`
- [ ] Customer can navigate to request history or request detail

## Validation
### Automated
- [ ] UI tests cover confirmation rendering after successful submission
- [ ] Integration tests confirm reference and status values are shown from the API response

### Manual
- [ ] Submit a valid request and confirm the success state displays correctly
- [ ] Use the confirmation links to navigate to request history or detail

## Dependencies
- CP-008

## Risks / Controls
- Risk: Weak confirmation may drive avoidable contact centre follow-up
  - Control: Provide a prominent reference and clear next step

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CP-012,CP-012: Ensure the customer portal reflects CSR status changes in real time or near real time,Ensure the customer portal reflects CSR status changes in real time or near real time,High,Service Request Portal MVP,Customer Tracking & Controls,Triage,CP,5,36,"CP-010, CP-011, CSR-009, API-004",,project/linear/tickets/CP-012_refresh-customer-visible-status-after-csr-updates.md,"## Import Metadata
- Issue key: `CP-012`
- Project: Service Request Portal MVP
- Milestone: Customer Tracking & Controls
- Domain label: `CP`
- Priority: High
- Blocked by: CP-010, CP-011, CSR-009, API-004
- Blocks: None
- Source file: `project/linear/tickets/CP-012_refresh-customer-visible-status-after-csr-updates.md`

---
## Summary
Ensure the customer portal reflects CSR status changes in real time or near real time.

## Why
Customers need trustworthy visibility of progress without contacting staff for status updates.

## Context
When a CSR changes a request to `In Progress`, `Completed`, or `Rejected`, the customer portal should show the updated status after refresh or near-real-time update.

## In Scope
- Refresh request history and detail status after CSR updates
- Implement polling, refresh, or another approved update mechanism
- Minimise stale status behaviour and document expected behaviour

## Out of Scope
- Outbound notifications
- Customer-visible internal workflow controls

## Requirements
- CSR updates must be reflected in customer-visible status
- Status updates must not expose internal notes or staff-only data

## Acceptance Criteria
- [ ] Customer sees updated request status after CSR action
- [ ] Updated status appears without manual support intervention
- [ ] Stale status behaviour is minimised and documented

## Validation
### Automated
- [ ] Integration tests cover status propagation from CSR update to customer views
- [ ] UI tests confirm updated status renders in history and detail views

### Manual
- [ ] Update a request as a CSR and confirm the customer view reflects the new status
- [ ] Confirm no additional staff-only fields become visible during refresh

## Dependencies
- CP-010
- CP-011
- CSR-009
- API-004

## Risks / Controls
- Risk: Status may appear stale and undermine trust
  - Control: Set a clear refresh strategy and verify it in testing

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CSR-010,CSR-010: Implement workflow rules so invalid servicing order status transitions are blocked,Implement workflow rules so invalid servicing order status transitions are blocked,High,Service Request Portal MVP,CSR Processing,Triage,CSR,5,37,"CSR-009, API-004",,project/linear/tickets/CSR-010_enforce-valid-status-transitions.md,"## Import Metadata
- Issue key: `CSR-010`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: High
- Blocked by: CSR-009, API-004
- Blocks: None
- Source file: `project/linear/tickets/CSR-010_enforce-valid-status-transitions.md`

---
## Summary
Implement workflow rules so invalid servicing order status transitions are blocked.

## Why
Controlled status transitions protect operational integrity and stop users from bypassing required manual workflow steps.

## Context
The MVP workflow permits `Pending` → `In Progress`, and `In Progress` → `Completed` or `Rejected`. Transitions such as `Pending` → `Completed` must be rejected.

## In Scope
- Define valid servicing order transitions
- Reject invalid transitions at the API and service layer
- Return clear error responses for invalid transition attempts

## Out of Scope
- New status values beyond the approved MVP set
- Supervisor override behaviour

## Requirements
- Server-side validation is mandatory even if the UI hides invalid options
- Invalid transitions must not persist

## Acceptance Criteria
- [ ] `Pending` to `Completed` is rejected
- [ ] `Pending` to `Rejected` is rejected unless explicitly allowed later
- [ ] Invalid transitions return a clear error
- [ ] Valid transitions succeed

## Validation
### Automated
- [ ] Contract tests cover all valid and invalid transition paths
- [ ] Error response tests confirm invalid transitions return the expected status code and payload

### Manual
- [ ] Attempt an invalid transition through the UI and confirm it is blocked
- [ ] Attempt each valid transition and confirm it succeeds

## Dependencies
- CSR-009
- API-004

## Risks / Controls
- Risk: UI-only validation could be bypassed
  - Control: Enforce workflow rules on the backend

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CSR-012,CSR-012: Ensure internal notes are saved with authorship and timestamp metadata for auditability,Ensure internal notes are saved with authorship and timestamp metadata for auditability,High,Service Request Portal MVP,CSR Processing,Triage,CSR,5,38,"CSR-011, API-004",,project/linear/tickets/CSR-012_persist-internal-notes-with-author-and-timestamp.md,"## Import Metadata
- Issue key: `CSR-012`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: High
- Blocked by: CSR-011, API-004
- Blocks: None
- Source file: `project/linear/tickets/CSR-012_persist-internal-notes-with-author-and-timestamp.md`

---
## Summary
Ensure internal notes are saved with authorship and timestamp metadata for auditability.

## Why
Operations and control stakeholders need note history to be attributable and time-sequenced.

## Context
A free-text note without author and time metadata is not sufficient for audit and operational traceability.

## In Scope
- Store note author with each internal note
- Store note timestamp with each internal note
- Return note history in a deterministic order for CSR users

## Out of Scope
- Customer-visible note history
- Advanced note editing or deletion workflows

## Requirements
- Every note must include author and timestamp
- Metadata must persist across reads

## Acceptance Criteria
- [ ] Every note includes author
- [ ] Every note includes timestamp
- [ ] Note ordering is deterministic and visible in CSR context

## Validation
### Automated
- [ ] Persistence tests confirm author and timestamp are stored for each note
- [ ] Read tests confirm note ordering is consistent

### Manual
- [ ] Add multiple notes and confirm author and timestamp are visible in the expected order

## Dependencies
- CSR-011
- API-004

## Risks / Controls
- Risk: Missing metadata weakens auditability
  - Control: Make author and timestamp mandatory at persistence time

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CSR-013,CSR-013: Support a structured rejection reason in addition to or instead of a free-text internal note for rejected requests,Support a structured rejection reason in addition to or instead of a free-text internal note for rejected requests,Medium,Service Request Portal MVP,CSR Processing,Triage,CSR,5,39,"CSR-009, CSR-011, API-004",,project/linear/tickets/CSR-013_add-optional-rejection-reason-field.md,"## Import Metadata
- Issue key: `CSR-013`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: Medium
- Blocked by: CSR-009, CSR-011, API-004
- Blocks: None
- Source file: `project/linear/tickets/CSR-013_add-optional-rejection-reason-field.md`

---
## Summary
Support a structured rejection reason in addition to or instead of a free-text internal note for rejected requests.

## Why
A structured rejection reason can improve consistency in rejected request handling and later customer communications if adopted.

## Context
This is a post-MVP usability and data-quality enhancement. Exposure rules for any customer-facing use must be defined before release.

## In Scope
- Add an optional rejection reason input for rejected requests
- Store the rejection reason when supplied
- Define where the rejection reason is shown in staff context

## Out of Scope
- Automatic customer notifications
- Customer-visible rejection reason without explicit design approval

## Requirements
- Rejection reason is optional
- Customer visibility rules must be explicitly defined before exposure outside staff context

## Acceptance Criteria
- [ ] CSR can optionally supply a rejection reason
- [ ] Rejection reason is stored when provided
- [ ] Exposure rules for customer visibility are defined before release

## Validation
### Automated
- [ ] Tests cover storing a rejection reason and leaving it empty
- [ ] Response-shaping tests confirm visibility rules are enforced

### Manual
- [ ] Reject a request with and without a rejection reason and confirm behaviour

## Dependencies
- CSR-009
- CSR-011
- API-004

## Risks / Controls
- Risk: Rejection reasons may be exposed before policy is agreed
  - Control: Keep them staff-only until explicit approval

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
CSR-014,CSR-014: Implement controls ensuring the portal supports manual processing only and does not auto-fulfil customer changes,Implement controls ensuring the portal supports manual processing only and does not auto-fulfil customer changes,High,Service Request Portal MVP,CSR Processing,Triage,CSR,5,40,"CSR-009, API-004, SEC-005",,project/linear/tickets/CSR-014_enforce-manual-processing-only-across-csr-workflow.md,"## Import Metadata
- Issue key: `CSR-014`
- Project: Service Request Portal MVP
- Milestone: CSR Processing
- Domain label: `CSR`
- Priority: High
- Blocked by: CSR-009, API-004, SEC-005
- Blocks: None
- Source file: `project/linear/tickets/CSR-014_enforce-manual-processing-only-across-csr-workflow.md`

---
## Summary
Implement controls ensuring the portal supports manual processing only and does not auto-fulfil customer changes.

## Why
This enforces the project’s central business rule and avoids accidental straight-through processing.

## Context
The portal is a workflow and tracking layer. It must not automatically apply address, phone, or email changes to downstream systems.

## In Scope
- Ensure requests remain in manual workflow states until CSR action
- Block automatic completion behaviour
- Prevent automatic downstream profile update triggers from this portal

## Out of Scope
- Post-approval downstream integration
- Any straight-through processing path

## Requirements
- No request is auto-completed upon submission
- No request automatically updates downstream customer master data
- Manual workflow remains explicit and testable

## Acceptance Criteria
- [ ] No request is auto-completed upon submission
- [ ] No request triggers downstream profile update automatically
- [ ] Workflow remains in manual states until CSR action occurs

## Validation
### Automated
- [ ] End-to-end tests confirm submission alone does not complete a request
- [ ] Integration tests confirm no downstream fulfilment path is triggered by portal actions

### Manual
- [ ] Submit a request and confirm it remains pending until CSR action
- [ ] Verify no downstream profile data changes occur from portal submission alone

## Dependencies
- CSR-009
- API-004
- SEC-005

## Risks / Controls
- Risk: Implicit integrations may introduce accidental fulfilment
  - Control: Review integration boundaries and test for absence of auto-processing

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
QA-002,QA-002: Build integration or end-to-end tests for customer and CSR journeys across the portal,Build integration or end-to-end tests for customer and CSR journeys across the portal,High,Service Request Portal MVP,QA / UAT / Release,Triage,QA,5,41,"CP-008, CP-010, CP-011, CSR-003, CSR-008, CSR-009, CSR-011",QA-005,project/linear/tickets/QA-002_create-portal-integration-test-suite.md,"## Import Metadata
- Issue key: `QA-002`
- Project: Service Request Portal MVP
- Milestone: QA / UAT / Release
- Domain label: `QA`
- Priority: High
- Blocked by: CP-008, CP-010, CP-011, CSR-003, CSR-008, CSR-009, CSR-011
- Blocks: QA-005
- Source file: `project/linear/tickets/QA-002_create-portal-integration-test-suite.md`

---
## Summary
Build integration or end-to-end tests for customer and CSR journeys across the portal.

## Why
Portal-level tests confirm the UI and API work together for the main user journeys.

## Context
The suite should cover login, request submission, queue handling, detail views, status updates, and note workflows.

## In Scope
- Cover customer login and request submission flows
- Cover customer history and detail views
- Cover CSR queue, filter, search, detail, status update, and note flows

## Out of Scope
- Broad performance testing
- Supervisor feature testing

## Requirements
- Both customer and CSR journeys must be covered
- Integration tests must include key negative paths where practical

## Acceptance Criteria
- [ ] Customer login and submission flows are covered
- [ ] Customer request history and detail flows are covered
- [ ] CSR queue, filter, search, and detail flows are covered
- [ ] CSR status update and note flows are covered

## Validation
### Automated
- [ ] Implement end-to-end coverage for the specified journeys

### Manual
- [ ] Review integration test reports and verify the expected journeys are covered

## Dependencies
- CP-008
- CP-010
- CP-011
- CSR-003
- CSR-008
- CSR-009
- CSR-011

## Risks / Controls
- Risk: Untested UI-to-API integration may cause late-stage failures
  - Control: Run the suite against release candidates

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
QA-003,QA-003: Create business-readable UAT scenarios and expected outcomes for customer-facing functionality,Create business-readable UAT scenarios and expected outcomes for customer-facing functionality,High,Service Request Portal MVP,QA / UAT / Release,Triage,QA,5,42,"CP-008, CP-010, CP-011",QA-005,project/linear/tickets/QA-003_prepare-uat-pack-for-customer-journeys.md,"## Import Metadata
- Issue key: `QA-003`
- Project: Service Request Portal MVP
- Milestone: QA / UAT / Release
- Domain label: `QA`
- Priority: High
- Blocked by: CP-008, CP-010, CP-011
- Blocks: QA-005
- Source file: `project/linear/tickets/QA-003_prepare-uat-pack-for-customer-journeys.md`

---
## Summary
Create business-readable UAT scenarios and expected outcomes for customer-facing functionality.

## Why
Business stakeholders need a clear way to validate the customer experience before release.

## Context
Customer UAT should cover request submission, request tracking, and data segregation outcomes.

## In Scope
- Write UAT scenarios for customer submission flows
- Write UAT scenarios for customer request tracking
- Write UAT scenarios for customer data segregation checks

## Out of Scope
- CSR UAT scenarios
- Automated test implementation

## Requirements
- UAT scenarios must be understandable to business users
- Pass/fail criteria must be explicit

## Acceptance Criteria
- [ ] Customer submission scenario included
- [ ] Customer request tracking scenario included
- [ ] Customer data segregation scenario included
- [ ] Pass/fail criteria included

## Validation
### Automated
- [ ] N/A for this documentation task

### Manual
- [ ] Review the UAT pack with product and customer operations stakeholders

## Dependencies
- CP-008
- CP-010
- CP-011

## Risks / Controls
- Risk: Vague UAT steps may create inconsistent sign-off
  - Control: Use explicit expected outcomes and pass criteria

## Notes
- This issue must remain consistent with the project rule that customer profile changes are not processed automatically by this portal.
"
